序号,文件路径,相对路径,类或对象,函数名,函数类型,起始行,结束行,行数,职责摘要,副作用,调用方,发现问题编号,重复实现编号,审阅方式,状态,备注
5821,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/admin-web/src/shared/api/client.ts,Code/frontend/admin-web/src/shared/api/client.ts,client,first,ts,161,169,9,"调用: request, Headers, has, invalidateAdminSession, AdminApiError",HTTP出站,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5822,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/admin-web/src/shared/api/client.ts,Code/frontend/admin-web/src/shared/api/client.ts,client,hasExplicitAuthorization,ts,162,169,8,"调用: Headers, has, invalidateAdminSession, AdminApiError",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5823,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/admin-web/src/shared/api/client.ts,Code/frontend/admin-web/src/shared/api/client.ts,client,retried,ts,171,174,4,"调用: request, invalidateAdminSession, AdminApiError",HTTP出站,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5824,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/admin-web/src/shared/api/client.ts,Code/frontend/admin-web/src/shared/api/client.ts,client,refreshAdminSession,ts,178,211,34,"调用: refreshAdminSession, AdminApiError, async, fetch, buildUrl, stringify",HTTP出站,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5825,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/admin-web/src/shared/api/client.ts,Code/frontend/admin-web/src/shared/api/client.ts,client,generation,ts,181,209,29,"调用: async, fetch, buildUrl, stringify, failRefresh, AdminApiError",HTTP出站,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5826,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/admin-web/src/shared/api/client.ts,Code/frontend/admin-web/src/shared/api/client.ts,client,tokenForRefresh,ts,182,209,28,"调用: async, fetch, buildUrl, stringify, failRefresh, AdminApiError",HTTP出站,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5827,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/admin-web/src/shared/api/client.ts,Code/frontend/admin-web/src/shared/api/client.ts,client,response,ts,184,194,11,"调用: fetch, buildUrl, stringify, failRefresh, AdminApiError",HTTP出站,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5828,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/admin-web/src/shared/api/client.ts,Code/frontend/admin-web/src/shared/api/client.ts,client,payload,ts,195,200,6,调用: failRefresh,无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5829,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/admin-web/src/shared/api/client.ts,Code/frontend/admin-web/src/shared/api/client.ts,client,failRefresh,ts,213,219,7,"调用: failRefresh, AdminApiError, invalidateAdminSession",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5830,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/admin-web/src/shared/api/client.ts,Code/frontend/admin-web/src/shared/api/client.ts,client,error,ts,214,223,10,"调用: AdminApiError, invalidateAdminSession",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5831,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/admin-web/src/shared/api/client.ts,Code/frontend/admin-web/src/shared/api/client.ts,client,dispatchEventFrame,ts,221,223,3,纯本地逻辑,无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5832,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/admin-web/src/shared/api/client.ts,Code/frontend/admin-web/src/shared/api/client.ts,client,eventId,ts,225,230,6,"调用: split, startsWith, slice, trim, push, trimStart",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5833,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/admin-web/src/shared/api/client.ts,Code/frontend/admin-web/src/shared/api/client.ts,client,data,ts,226,230,5,"调用: split, startsWith, slice, trim, push, trimStart",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5834,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/admin-web/src/shared/components/ConfirmDialog.vue,Code/frontend/admin-web/src/shared/components/ConfirmDialog.vue,ConfirmDialog,props,ts,5,12,8,调用: withDefaults,无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5835,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/admin-web/src/shared/components/ConfirmDialog.vue,Code/frontend/admin-web/src/shared/components/ConfirmDialog.vue,ConfirmDialog,emit,ts,14,14,1,纯本地逻辑,无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5836,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/admin-web/src/shared/components/ConfirmDialog.vue,Code/frontend/admin-web/src/shared/components/ConfirmDialog.vue,ConfirmDialog,dialog,ts,15,27,13,"调用: watch, async, nextTick, focus",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5837,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/admin-web/src/shared/components/ConfirmDialog.vue,Code/frontend/admin-web/src/shared/components/ConfirmDialog.vue,ConfirmDialog,previousFocus,ts,16,27,12,"调用: watch, async, nextTick, focus",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5838,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/admin-web/src/shared/components/ConfirmDialog.vue,Code/frontend/admin-web/src/shared/components/ConfirmDialog.vue,ConfirmDialog,keepFocus,ts,29,45,17,"调用: keepFocus, not, preventDefault, focus",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5839,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/admin-web/src/shared/components/ConfirmDialog.vue,Code/frontend/admin-web/src/shared/components/ConfirmDialog.vue,ConfirmDialog,controls,ts,31,35,5,"调用: not, preventDefault",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5840,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/admin-web/src/shared/components/ConfirmDialog.vue,Code/frontend/admin-web/src/shared/components/ConfirmDialog.vue,ConfirmDialog,first,ts,36,44,9,"调用: preventDefault, focus",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5841,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/admin-web/src/shared/components/ConfirmDialog.vue,Code/frontend/admin-web/src/shared/components/ConfirmDialog.vue,ConfirmDialog,last,ts,37,44,8,"调用: preventDefault, focus",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5842,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/admin-web/src/shared/components/StatePanel.vue,Code/frontend/admin-web/src/shared/components/StatePanel.vue,StatePanel,emit,ts,10,10,1,纯本地逻辑,无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5843,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/admin-web/src/shared/utils/format.ts,Code/frontend/admin-web/src/shared/utils/format.ts,format,numberFormatter,ts,1,5,5,"调用: NumberFormat, formatNumber, format",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5844,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/admin-web/src/shared/utils/format.ts,Code/frontend/admin-web/src/shared/utils/format.ts,format,formatNumber,ts,3,5,3,"调用: formatNumber, format",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5845,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/admin-web/src/shared/utils/format.ts,Code/frontend/admin-web/src/shared/utils/format.ts,format,formatPercent,ts,7,9,3,"调用: formatPercent, toFixed",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5846,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/admin-web/src/shared/utils/format.ts,Code/frontend/admin-web/src/shared/utils/format.ts,format,formatDuration,ts,11,16,6,"调用: formatDuration, round, toFixed, floor",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5847,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/admin-web/src/shared/utils/format.ts,Code/frontend/admin-web/src/shared/utils/format.ts,format,formatDateTime,ts,18,29,12,"调用: formatDateTime, Date, isNaN, getTime, DateTimeFormat, format",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5848,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/admin-web/src/shared/utils/format.ts,Code/frontend/admin-web/src/shared/utils/format.ts,format,date,ts,20,28,9,"调用: Date, isNaN, getTime, DateTimeFormat, format",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5849,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/admin-web/src/shared/utils/format.ts,Code/frontend/admin-web/src/shared/utils/format.ts,format,formatShortDate,ts,31,35,5,"调用: formatShortDate, Date, isNaN, getTime, DateTimeFormat, format",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5850,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/admin-web/src/shared/utils/format.ts,Code/frontend/admin-web/src/shared/utils/format.ts,format,date,ts,32,34,3,"调用: Date, isNaN, getTime, DateTimeFormat, format",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5851,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/agent-observability/app.js,Code/frontend/agent-observability/app.js,app,state,ts,1,1,1,纯本地逻辑,无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5852,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/agent-observability/app.js,Code/frontend/agent-observability/app.js,app,$,ts,2,5,4,"调用: querySelector, String, replace, isNaN, Number, toLocaleString",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5853,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/agent-observability/app.js,Code/frontend/agent-observability/app.js,app,escapeHtml,ts,3,5,3,"调用: String, replace, isNaN, Number, toLocaleString, toFixed",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5854,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/agent-observability/app.js,Code/frontend/agent-observability/app.js,app,formatNumber,ts,4,5,2,"调用: isNaN, Number, toLocaleString, toFixed, formatNumber",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5855,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/agent-observability/app.js,Code/frontend/agent-observability/app.js,app,formatDuration,ts,5,5,1,"调用: Number, toFixed, formatNumber",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5856,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/agent-observability/app.js,Code/frontend/agent-observability/app.js,app,formatTime,ts,6,6,1,"调用: Date, toLocaleString",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5857,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/agent-observability/app.js,Code/frontend/agent-observability/app.js,app,statusClass,ts,7,8,2,"调用: String, toLowerCase, replace",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5858,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/agent-observability/app.js,Code/frontend/agent-observability/app.js,app,statusText,ts,8,8,1,纯本地逻辑,无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5859,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/agent-observability/app.js,Code/frontend/agent-observability/app.js,app,prettyJson,ts,9,18,10,"调用: stringify, percentile, filter, isFinite, Number, map",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5860,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/agent-observability/app.js,Code/frontend/agent-observability/app.js,app,percentile,ts,11,18,8,"调用: percentile, filter, isFinite, Number, map, sort",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5861,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/agent-observability/app.js,Code/frontend/agent-observability/app.js,app,sorted,ts,12,19,8,"调用: filter, isFinite, Number, map, sort, floor",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5862,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/agent-observability/app.js,Code/frontend/agent-observability/app.js,app,position,ts,14,19,6,"调用: floor, ceil, round, metricCard",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5863,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/agent-observability/app.js,Code/frontend/agent-observability/app.js,app,low,ts,15,19,5,"调用: floor, ceil, round, metricCard",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5864,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/agent-observability/app.js,Code/frontend/agent-observability/app.js,app,high,ts,16,19,4,"调用: ceil, round, metricCard",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5865,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/agent-observability/app.js,Code/frontend/agent-observability/app.js,app,metricCard,ts,19,21,3,"调用: metricCard, escapeHtml",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5866,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/agent-observability/app.js,Code/frontend/agent-observability/app.js,app,activeCases,ts,22,24,3,"调用: activeCases, filter",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5867,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/agent-observability/app.js,Code/frontend/agent-observability/app.js,app,activeRun,ts,25,27,3,"调用: activeRun, find",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5868,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/agent-observability/app.js,Code/frontend/agent-observability/app.js,app,activeLatency,ts,28,32,5,"调用: activeLatency, map, percentile",无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5869,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/agent-observability/app.js,Code/frontend/agent-observability/app.js,app,samples,ts,30,30,1,调用: map,无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
5870,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/agent-observability/app.js,Code/frontend/agent-observability/app.js,app,activeToken,ts,33,35,3,调用: activeToken,无,见调用关系台账,,,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
